648.4967819,1.27337E+12
655.9147052,2.20449E+12
661.8490439,3.04089E+12
665.9289017,3.99439E+12
670.7505519,5.08103E+12
674.8304097,5.93364E+12
677.797579,6.93374E+12
681.8774369,8.14122E+12
686.0809268,9.20635E+12
687.5150586,1.05943E+13
690.5316808,1.19736E+13
693.3010388,1.29515E+13
695.3356692,1.39667E+13
699.3095567,1.48969E+13
702.0294619,1.57589E+13
703.4953849,1.68855E+13
707.988527,1.78423E+13
711.8670412,1.88704E+13
714.4103292,1.99334E+13
719.537663,2.08788E+13
727.8685615,2.10563E+13
734.5446925,2.15926E+13
744.9297852,2.16429E+13
751.9768124,2.2446E+13
757.2620828,2.33116E+13
759.3417505,2.44377E+13
762.361905,2.55592E+13
767.4308193,2.62116E+13
769.0792467,2.73777E+13
772.9530511,2.84531E+13
776.1592425,2.92025E+13
778.0984996,3.04475E+13
783.3006796,3.15089E+13
787.8713192,3.27307E+13
792.9608388,3.39309E+13
796.3916283,3.53934E+13
798.8333614,3.65925E+13
802.4186911,3.83991E+13
802.0477949,3.73237E+13
806.1276527,3.97469E+13
814.1284129,4.1109E+13
815.7709531,4.20338E+13
817.7181579,4.31684E+13
820.8707753,4.41308E+13
824.1955946,4.5134E+13
828.1871438,4.64285E+13
833.4728156,4.78741E+13
836.5941236,4.90975E+13
840.6209962,5.02999E+13
846.5553349,5.12863E+13
851.6419109,5.23912E+13
859.1658046,5.32979E+13
867.7891404,5.42124E+13
875.1673249,5.41732E+13
883.6449516,5.40448E+13
888.4047857,5.31711E+13
893.4366104,5.2723E+13
895.7361666,5.18412E+13
900.9534393,5.07788E+13
907.1041341,4.99647E+13
909.9785794,4.89951E+13
913.4226152,4.79422E+13
916.6017252,4.71803E+13
920.178224,4.60199E+13
923.6090135,4.46739E+13
925.1853222,4.35916E+13
928.8942839,4.25156E+13
932.2323494,4.13725E+13
936.1267591,4.0367E+13
938.9084804,3.92325E+13
941.1338574,3.82557E+13
944.0480416,3.73299E+13
947.364913,3.63172E+13
950.8301429,3.52098E+13
952.2607424,3.40288E+13
955.2279117,3.31369E+13
957.0823926,3.20138E+13
960.6677222,3.08858E+13
963.5465829,3.0128E+13
965.6130044,2.91509E+13
967.4674852,2.81472E+13
970.0637584,2.72439E+13
974.5145124,2.59606E+13
976.7928746,2.49293E+13
980.0779549,2.38416E+13
981.9324357,2.30356E+13
984.8466199,2.18814E+13
988.8146202,2.07726E+13
991.9466322,1.95844E+13
995.7230296,1.84519E+13
999.4881876,1.73075E+13
1003.444413,1.60529E+13
1006.849915,1.49365E+13
1011.975025,1.36225E+13
1015.683987,1.27106E+13
1018.774788,1.16654E+13
1022.360118,1.08868E+13
1026.810872,9.97857E+12
1032.003418,8.73729E+12
1037.195965,7.8094E+12
1042.759407,6.76168E+12
1048.32285,5.80613E+12
1054.628084,4.81741E+12
1062.046008,3.89689E+12
1069.834827,3.01352E+12
1077.994543,2.30182E+12
1086.154259,1.77782E+12
1094.313974,1.28511E+12
1102.968218,8.90152E+11
640.6181015,8.60215E+11
633.6644592,5.91398E+11
626.7108168,4.12186E+11
1111.147903,7.70609E+11
1120.419426,5.91398E+11
829.9116998,4.70968E+13
